"Country Name","Country Code","Indicator Name","Indicator Code","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016",
"Afghanistan","AFG","Minimum paid-in capital required to start a business (% of income per capita)","IC.REG.CAP","0","0","0","0","0","0","0","0","0","0","0","0",
"Afghanistan","AFG","Other taxes (%)","IC.TAX.OTHR.CP.ZS","","","","","","","","","","36.3","36.3","36.3",
"Afghanistan","AFG","Outcome (0 as piecemeal sale and 1 as going concern)","IC.ISV.OTCM","-1","-1","","","","","0","0","0","0","0","0",
"Afghanistan","AFG","Postfiling index (0-100)","IC.TAX.PFI","","","","","","","","","","","0.4","0.5",
"Afghanistan","AFG","Private credit bureau coverage (% of adults)","IC.CRD.PRVT.ZS","0","0","0","0","0","0","0","0","0","0","0","0",
"Afghanistan","AFG","Procedures required to build a warehouse (number)","IC.WRH.PROC","13","13","13","13","13","13","13","13","13","13","13","13",
"Afghanistan","AFG","Procedures required to connect to electricity (number)","IC.GE.NUM","","","","","4","5","6","6","6","6","6","6",
"Afghanistan","AFG","Procedures required to enforce a contract (number)","IC.LGL.PROC","","","","","","","","","","","","",
"Afghanistan","AFG","Procedures required to register property (number)","IC.PRP.PROC","11","11","9","9","9","9","9","9","9","9","9","9",
"Afghanistan","AFG","Procedures required to start a business - Women (number)","IC.REG.PROC.WOMEN","5","5","5","5","5","5","5","5","4","4","4","4",
"Afghanistan","AFG","Procedures required to start a business (number)","IC.REG.PROC","4","4","4","4","4","4","4","4","3","3","3","3",
"Afghanistan","AFG","Profit tax (%)","IC.TAX.PRFT.CP.ZS","36.8","36.8","36.8","36.8","36.8","36.8","36.8","36.8","35.8","36.5","36.5","48.3",
"Afghanistan","AFG","Public credit registry coverage (% of adults)","IC.CRD.PUBL.ZS","0","0","0","0","0","0","0","0","0","0","0.5","0.8",
"Afghanistan","AFG","Quality of the land administration index (0-30)","IC.RP.QLAI","","","","","","","","","","3","3","3",
"Afghanistan","AFG","Reliability of supply and transparency of tariff index (0-8)","IC.GE.RSTTI","","","","","","","","","","0","0","0",
"Afghanistan","AFG","Resolving Insolvency: cost (% of estate)","IC.ISV.COST","-1","-1","25","25","25","25","25","25","25","25","25","25",
"Afghanistan","AFG","Resolving Insolvency: recovery rate (cents on the dollar)","IC.ISV.RECRT","0","0","25.1","24.3","24.3","26","26.5","26.4","26.5","26.4","26.5","26.5",
"Afghanistan","AFG","Strength of governance structure index (0-10.5)","IC.PI.SOGS","","","","","","","","","0.7","0.7","0.7","0.7",
"Afghanistan","AFG","Strength of insolvency framework index (0-16)","IC.ISV.SOIF","","","","","","","","","3","3","3","3",
"Afghanistan","AFG","Strength of investor protection index (0 to 10)","IC.PI.INV","","","","","","","","","1.2","1.2","1.2","1.2",
"Afghanistan","AFG","Tax payments (number)","IC.TAX.PAYM","17","17","20","20","20","20","20","20","20","20","20","20",
"Afghanistan","AFG","Time required to build a warehouse (days)","IC.WRH.DURS","360","360","360","360","360","360","360","360","356","356","356","356",
"Afghanistan","AFG","Time required to connect to electricity (days)","IC.ELC.TIME","","","","","424","196","114","114","114","114","114","114",
"Afghanistan","AFG","Time required to enforce a contract (days)","IC.LGL.DURS","1642","1642","1642","1642","1642","1642","1642","1642","1642","1642","1642","1642",
"Afghanistan","AFG","Time required to register property (days)","IC.PRP.DURS","252","252","250","250","250","250","250","250","250","250","250","250",
"Afghanistan","AFG","Time required to start a business - Women (days)","IC.REG.DURS.WOMEN","10","10","10","10","8","8","8","8","6","8","8","8",
"Afghanistan","AFG","Time required to start a business (days)","IC.REG.DURS","9","9","9","9","7","7","7","7","5","7","7","7",
"Afghanistan","AFG","Time to export: Documentary compliance (hours)","IC.EXP.TIME.EXP.DOC","","","","","","","","","","243","243","228",
"Afghanistan","AFG","Time to import: Documentary compliance (hours)","IC.EXP.TIME.IMP.DOC","","","","","","","","","","336","336","324",
"Afghanistan","AFG","Time to prepare and pay taxes (hours)","IC.TAX.DURS","275","275","275","275","275","275","275","275","275","275","275","275",
"Afghanistan","AFG","Time to resolve insolvency (years)","IC.ISV.DURS","-1","-1","","","","","","","","2","2","2",
"Afghanistan","AFG","Total tax rate (% of profit)","IC.TAX.TOTL.CP.ZS","36.8","36.8","36.8","36.8","36.8","36.8","36.8","36.8","35.8","36.5","36.5","48.3",
"Afghanistan","AFG","Trade: Cost to export (US$ per container)","IC.EXP.COST.EXP","","","","","","","","","","511","511","453",
"Afghanistan","AFG","Trade: Cost to import (US$ per container)","IC.EXP.COST.IMP","","","","","","","","","","850","850","750",
"Afghanistan","AFG","Trade: Time to export (day)","IC.EXP.TIME.EXP","","","","","","","","","","48","48","48",
"Afghanistan","AFG","Trade: Time to import (days)","IC.EXP.TIME.IMP","","","","","","","","","","96","96","96",
"Albania","ALB","Building quality control index (0-15)","IC.DCP.BQCI","","","","","","","","","","12","0","13",
"Albania","ALB","Cost – Women (% of income per capita)","IC.REG.COST.PC.ZS.WOMEN","31.3","22.5","46.1","42.5","32.2","31.8","29.3","22.4","21.2","10.1","10.3","10.1",
"Albania","ALB","Cost to build a warehouse (% of income per capita)","IC.DCP.COST","3.5","9.3","3.4","3.4","3.4","3.4","-1","-1","-1","3.3","-1","3.3",
"Albania","ALB","Cost to enforce a contract (% of claim)","IC.EC.COST","38.7","38.7","38.7","38.7","38.7","35.7","35.7","35.7","35.7","34.9","34.9","34.9",
"Albania","ALB","Cost to export: Documentary compliance (USD)","IC.EXP.COST.EXP.DOC","","","","","","","","","","10","10","10",
"Albania","ALB","Cost to get electricity (% of income per capita)","IC.GE.COST","","","","","614.5","614.9","585.6","573.7","543.3","474","499.8","515.5",
"Albania","ALB","Cost to import (deflated US$ per container)","IC.EXP.COST.IMP.DEF","","","","","","","","","","","","",
"Albania","ALB","Cost to import: Documentary compliance (USD)","IC.EXP.COST.IMP.DOC","","","","","","","","","","10","10","10",
"Albania","ALB","Cost to register property (% of property value)","IC.RP.COST","17.4","16.2","15.2","14.4","13.1","13.9","12","11.4","11.1","9.9","10.2","9.9",
"Albania","ALB","Cost to start a business (% of income per capita)","IC.REG.COST.PC.ZS","31.3","22.5","46.1","42.5","32.2","31.8","29.3","22.4","21.2","10.1","10.3","10.1",
"Albania","ALB","Credit: Strength of legal rights index (0=weak to 10=strong)","IC.LGL.CRED.XQ","","","","","","","","","8","7","7","7",
"Albania","ALB","Creditor participation index (0-4)","IC.ISV.CPI","","","","","","","","","","","","",
"Albania","ALB","Depth of credit information index (0=low to 6=high)","IC.CRD.INFO.XQ","","","","","","","","","6","6","6","6",
"Albania","ALB","Ease of doing business index (1=easiest to 185=most difficult)","IC.BUS.EASE.XQ","","","","","","","","","","","90","58",
"Albania","ALB","Ease of shareholder suits index (0 to 10)","IC.PI.SHAR","","","","","","","","","7","7","7","7",
"Albania","ALB","Extent of conflict of interest regulation index (0-10)","IC.PI.CIR","","","","","","","","","7","7","7.7","7.7",
"Albania","ALB","Extent of corporate transparency index (0-9)","IC.PI.CT","","","","","","","","","7","7","7","7",
"Albania","ALB","Extent of director liability index (0 to 10)","IC.PI.DIR","5","4","4","7","7","7","7","7","7","7","7","7",
"Albania","ALB","Extent of disclosure index (0 to 10)","IC.BUS.DISC.XQ","0","0","0","7","7","7","7","7","7","7","9","9",
"Albania","ALB","Extent of shareholder governance index (0-10)","IC.PI.SG","","","","","","","","","6.7","6.7","6.7","6.7",
"Albania","ALB","Extent of shareholder rights index (0-10.5)","IC.PI.SR","","","","","","","","","7","7","7","7",
"Albania","ALB","Labor tax and contributions (%)","IC.TAX.LABR.CP.ZS","","","","","","","","","25.3","18.8","18.8","18.8",
"Albania","ALB","Minimum paid-in capital required to start a business (% of income per capita)","IC.REG.CAP","39.9","36.7","34.3","0","0","0","0","0","0","0","0","0",
"Albania","ALB","Other taxes (%)","IC.TAX.OTHR.CP.ZS","","","","","","","","","","3.1","3.6","3.6",
"Albania","ALB","Outcome (0 as piecemeal sale and 1 as going concern)","IC.ISV.OTCM","","","","","","","0","0","0","0","0","0",
"Albania","ALB","Postfiling index (0-100)","IC.TAX.PFI","","","","","","","","","","","83","83",
"Albania","ALB","Private credit bureau coverage (% of adults)","IC.CRD.PRVT.ZS","0","0","0","0","0","0","0","0","0","0","0","0",
"Albania","ALB","Procedures required to build a warehouse (number)","IC.WRH.PROC","22","22","22","22","22","22","-1","-1","-1","20","-1","16",
"Albania","ALB","Procedures required to connect to electricity (number)","IC.GE.NUM","","","","","6","6","6","6","6","6","6","6",
"Albania","ALB","Procedures required to enforce a contract (number)","IC.LGL.PROC","","","","","","","","","","","","",
"Albania","ALB","Procedures required to register property (number)","IC.PRP.PROC","6","6","6","6","6","6","6","6","6","6","6","6",
"Albania","ALB","Procedures required to start a business - Women (number)","IC.REG.PROC.WOMEN","12","12","11","8","6","6","6","5","5","5","5","5",
"Albania","ALB","Procedures required to start a business (number)","IC.REG.PROC","12","12","11","8","6","6","6","5","5","5","5","5",
"Albania","ALB","Profit tax (%)","IC.TAX.PRFT.CP.ZS","58.2","56.5","51.3","49.6","43.6","40.3","38.3","38.5","31.5","31.4","36.5","36.5",
"Albania","ALB","Public credit registry coverage (% of adults)","IC.CRD.PUBL.ZS","0","0","0","6.8","9.9","12.3","17","19.7","13.1","16.7","27.1","38.9",
"Albania","ALB","Quality of the land administration index (0-30)","IC.RP.QLAI","","","","","","","","","","15.5","15.5","15.5",
"Albania","ALB","Reliability of supply and transparency of tariff index (0-8)","IC.GE.RSTTI","","","","","","","","","","0","0","0",
"Albania","ALB","Resolving Insolvency: cost (% of estate)","IC.ISV.COST","10","10","10","10","10","10","10","10","10","10","10","10",
"Albania","ALB","Resolving Insolvency: recovery rate (cents on the dollar)","IC.ISV.RECRT","40","39.1","36.8","38.7","38.7","38.9","40.2","39.6","40.7","41.5","42.3","42.3",
"Albania","ALB","Strength of governance structure index (0-10.5)","IC.PI.SOGS","","","","","","","","","6.7","6.7","6.7","6.7",
"Albania","ALB","Strength of insolvency framework index (0-16)","IC.ISV.SOIF","","","","","","","","","13.5","13.5","13.5","13.5",
"Albania","ALB","Strength of investor protection index (0 to 10)","IC.PI.INV","","","","","","","","","6.8","6.8","7.2","7.2",
"Albania","ALB","Tax payments (number)","IC.TAX.PAYM","45","44","44","44","44","44","44","44","42","34","34","34",
"Albania","ALB","Time required to build a warehouse (days)","IC.WRH.DURS","351","351","350","350","350","350","-1","-1","-1","258","-1","220",
"Albania","ALB","Time required to connect to electricity (days)","IC.ELC.TIME","","","","","177","177","177","177","177","177","177","134",
"Albania","ALB","Time required to enforce a contract (days)","IC.LGL.DURS","390","390","390","390","390","390","390","450","525","525","525","525",
"Albania","ALB","Time required to register property (days)","IC.PRP.DURS","42","42","42","42","42","42","33","33","33","22","22","19",
"Albania","ALB","Time required to start a business - Women (days)","IC.REG.DURS.WOMEN","41","39","37","10","6","6","6","5","5","5","5","5",
"Albania","ALB","Time required to start a business (days)","IC.REG.DURS","41","39","37","10","6","6","6","5","5","5","5","5",
"Albania","ALB","Time to export: Documentary compliance (hours)","IC.EXP.TIME.EXP.DOC","","","","","","","","","","6","6","6",
"Albania","ALB","Time to import: Documentary compliance (hours)","IC.EXP.TIME.IMP.DOC","","","","","","","","","","8","8","8",
"Albania","ALB","Time to prepare and pay taxes (hours)","IC.TAX.DURS","364","364","364","368","368","360","371","357","357","357","357","261",
"Albania","ALB","Time to resolve insolvency (years)","IC.ISV.DURS","","","","","","","","","","2","2","2",
"Albania","ALB","Total tax rate (% of profit)","IC.TAX.TOTL.CP.ZS","58.2","56.5","51.3","49.6","43.6","40.3","38.3","38.5","31.5","31.4","36.5","36.5",
"Albania","ALB","Trade: Cost to export (US$ per container)","IC.EXP.COST.EXP","","","","","","","","","","30","30","55",
"Albania","ALB","Trade: Cost to import (US$ per container)","IC.EXP.COST.IMP","","","","","","","","","","52","52","77",
"Albania","ALB","Trade: Time to export (day)","IC.EXP.TIME.EXP","","","","","","","","","","14","8","9",
"Albania","ALB","Trade: Time to import (days)","IC.EXP.TIME.IMP","","","","","","","","","","9","9","10",
"Algeria","DZA","Building quality control index (0-15)","IC.DCP.BQCI","","","","","","","","","","10","10","10",
"Algeria","DZA","Cost – Women (% of income per capita)","IC.REG.COST.PC.ZS.WOMEN","12.4","13.4","13.2","10.8","12.1","12.9","12.1","12.1","12.4","11","10.9","11.1",
"Algeria","DZA","Cost to build a warehouse (% of income per capita)","IC.DCP.COST","1.8","1.5","1.5","1.2","1.1","1.2","1.1","0.9","1","0.9","0.9","0.9",
"Algeria","DZA","Cost to enforce a contract (% of claim)","IC.EC.COST","21.9","21.9","21.9","21.9","21.9","21.9","21.9","21.9","21.9","19.9","19.9","19.9",
"Algeria","DZA","Cost to export: Documentary compliance (USD)","IC.EXP.COST.EXP.DOC","","","","","","","","","","374","374","374",
"Algeria","DZA","Cost to get electricity (% of income per capita)","IC.GE.COST","","","","","1599","1777.3","1581.5","1492.1","1565.2","1320.5","1295.5","1330.4",
"Algeria","DZA","Cost to import (deflated US$ per container)","IC.EXP.COST.IMP.DEF","","","","","","","","","","","","",
"Algeria","DZA","Cost to import: Documentary compliance (USD)","IC.EXP.COST.IMP.DOC","","","","","","","","","","400","400","400",
"Algeria","DZA","Cost to register property (% of property value)","IC.RP.COST","7.5","7.5","7.5","7.5","7.1","7.1","7.1","7.1","7.1","7.1","7.1","7.1",
"Algeria","DZA","Cost to start a business (% of income per capita)","IC.REG.COST.PC.ZS","12.4","13.4","13.2","10.8","12.1","12.9","12.1","12.1","12.4","11","10.9","11.1",
"Algeria","DZA","Credit: Strength of legal rights index (0=weak to 10=strong)","IC.LGL.CRED.XQ","","","","","","","","","2","2","2","2",
"Algeria","DZA","Creditor participation index (0-4)","IC.ISV.CPI","","","","","","","","","","","","",
"Algeria","DZA","Depth of credit information index (0=low to 6=high)","IC.CRD.INFO.XQ","","","","","","","","","0","0","0","0",
"Algeria","DZA","Ease of doing business index (1=easiest to 185=most difficult)","IC.BUS.EASE.XQ","","","","","","","","","","","163","156",
"Algeria","DZA","Ease of shareholder suits index (0 to 10)","IC.PI.SHAR","","","","","","","","","5","5","5","5",
"Algeria","DZA","Extent of conflict of interest regulation index (0-10)","IC.PI.CIR","","","","","","","","","3.3","3.3","3.3","3.3",
"Algeria","DZA","Extent of corporate transparency index (0-9)","IC.PI.CT","","","","","","","","","2","2","2","2",
"Algeria","DZA","Extent of director liability index (0 to 10)","IC.PI.DIR","1","1","1","1","1","1","1","1","1","1","1","1",
"Algeria","DZA","Extent of disclosure index (0 to 10)","IC.BUS.DISC.XQ","4","4","4","4","4","4","4","4","4","4","4","4",
"Algeria","DZA","Extent of shareholder governance index (0-10)","IC.PI.SG","","","","","","","","","3.3","3.3","3.3","3.3",
"Algeria","DZA","Extent of shareholder rights index (0-10.5)","IC.PI.SR","","","","","","","","","3","3","3","3",
"Algeria","DZA","Labor tax and contributions (%)","IC.TAX.LABR.CP.ZS","","","","","","","","","29.7","30.6","30.6","30.6",
"Algeria","DZA","Minimum paid-in capital required to start a business (% of income per capita)","IC.REG.CAP","55.1","46","45.2","36.6","31","34.4","30.6","27.2","28.6","24.1","23.6","0",
"Algeria","DZA","Other taxes (%)","IC.TAX.OTHR.CP.ZS","","","","","","","","","","35.5","35.5","35.5",
"Algeria","DZA","Outcome (0 as piecemeal sale and 1 as going concern)","IC.ISV.OTCM","","","","","","","0","0","0","0","0","0",
"Algeria","DZA","Postfiling index (0-100)","IC.TAX.PFI","","","","","","","","","","","49.3","49.3",
"Algeria","DZA","Private credit bureau coverage (% of adults)","IC.CRD.PRVT.ZS","0","0","0","0","0","0","0","0","0","0","0","0",
"Algeria","DZA","Procedures required to build a warehouse (number)","IC.WRH.PROC","18","18","18","18","18","18","18","18","18","18","17","17",
"Algeria","DZA","Procedures required to connect to electricity (number)","IC.GE.NUM","","","","","5","5","5","5","5","5","5","5",
"Algeria","DZA","Procedures required to enforce a contract (number)","IC.LGL.PROC","","","","","","","","","","","","",
"Algeria","DZA","Procedures required to register property (number)","IC.PRP.PROC","14","14","14","14","10","10","10","10","10","10","10","10",
"Algeria","DZA","Procedures required to start a business - Women (number)","IC.REG.PROC.WOMEN","13","13","13","13","13","13","13","13","13","13","12","12",
"Algeria","DZA","Procedures required to start a business (number)","IC.REG.PROC","13","13","13","13","13","13","13","13","13","13","12","12",
"Algeria","DZA","Profit tax (%)","IC.TAX.PRFT.CP.ZS","76.9","76.9","74.2","74.4","73","73","73","72.8","72.7","72.7","72.7","65.6",
"Algeria","DZA","Public credit registry coverage (% of adults)","IC.CRD.PUBL.ZS","0","0.2","0.2","0.2","0.2","0.2","0.3","2.3","2.4","2","1.9","3",
"Algeria","DZA","Quality of the land administration index (0-30)","IC.RP.QLAI","","","","","","","","","","7","7","7",
"Algeria","DZA","Reliability of supply and transparency of tariff index (0-8)","IC.GE.RSTTI","","","","","","","","","","4","4","5",
"Algeria","DZA","Resolving Insolvency: cost (% of estate)","IC.ISV.COST","7","7","7","7","7","7","7","7","7","7","7","7",
"Algeria","DZA","Resolving Insolvency: recovery rate (cents on the dollar)","IC.ISV.RECRT","50.8","50.8","50.8","50.8","50.8","50.8","50.8","50.8","50.8","50.8","50.8","50.8",
"Algeria","DZA","Strength of governance structure index (0-10.5)","IC.PI.SOGS","","","","","","","","","3.3","3.3","3.3","3.3",
"Algeria","DZA","Strength of insolvency framework index (0-16)","IC.ISV.SOIF","","","","","","","","","6.5","6.5","6.5","6.5",
"Algeria","DZA","Strength of investor protection index (0 to 10)","IC.PI.INV","","","","","","","","","3.3","3.3","3.3","3.3",
"Algeria","DZA","Tax payments (number)","IC.TAX.PAYM","39","39","27","27","27","27","27","27","27","27","27","27",
"Algeria","DZA","Time required to build a warehouse (days)","IC.WRH.DURS","205","205","205","205","205","205","205","205","205","205","220","130",
"Algeria","DZA","Time required to connect to electricity (days)","IC.ELC.TIME","","","","","158","158","158","158","180","180","180","180",
"Algeria","DZA","Time required to enforce a contract (days)","IC.LGL.DURS","630","630","630","630","630","630","630","630","630","630","630","630",
"Algeria","DZA","Time required to register property (days)","IC.PRP.DURS","74","74","74","74","55","55","55","55","55","55","55","55",
"Algeria","DZA","Time required to start a business - Women (days)","IC.REG.DURS.WOMEN","24","24","24","24","24","24","24","24","24","22","20","20",
"Algeria","DZA","Time required to start a business (days)","IC.REG.DURS","24","24","24","24","24","24","24","24","24","22","20","20",
"Algeria","DZA","Time to export: Documentary compliance (hours)","IC.EXP.TIME.EXP.DOC","","","","","","","","","","149","149","149",
"Algeria","DZA","Time to import: Documentary compliance (hours)","IC.EXP.TIME.IMP.DOC","","","","","","","","","","249","249","249",
"Algeria","DZA","Time to prepare and pay taxes (hours)","IC.TAX.DURS","451","451","451","451","451","451","451","451","451","385","385","265",
"Algeria","DZA","Time to resolve insolvency (years)","IC.ISV.DURS","","","","","","","","","","1.3","1.3","1.3",
"Algeria","DZA","Total tax rate (% of profit)","IC.TAX.TOTL.CP.ZS","76.9","76.9","74.2","74.4","73","73","73","72.8","72.7","72.7","72.7","65.6",
"Algeria","DZA","Trade: Cost to export (US$ per container)","IC.EXP.COST.EXP","","","","","","","","","","593","593","593",
"Algeria","DZA","Trade: Cost to import (US$ per container)","IC.EXP.COST.IMP","","","","","","","","","","466","466","466",
"Algeria","DZA","Trade: Time to export (day)","IC.EXP.TIME.EXP","","","","","","","","","","118","118","118",
"Algeria","DZA","Trade: Time to import (days)","IC.EXP.TIME.IMP","","","","","","","","","","327","327","327",
"American Samoa","ASM","Building quality control index (0-15)","IC.DCP.BQCI","","","","","","","","","","","","",
"American Samoa","ASM","Cost – Women (% of income per capita)","IC.REG.COST.PC.ZS.WOMEN","","","","","","","","","","","","",
"American Samoa","ASM","Cost to build a warehouse (% of income per capita)","IC.DCP.COST","","","","","","","","","","","","",
"American Samoa","ASM","Cost to enforce a contract (% of claim)","IC.EC.COST","","","","","","","","","","","","",
"American Samoa","ASM","Cost to export: Documentary compliance (USD)","IC.EXP.COST.EXP.DOC","","","","","","","","","","","","",
"American Samoa","ASM","Cost to get electricity (% of income per capita)","IC.GE.COST","","","","","","","","","","","","",
"American Samoa","ASM","Cost to import (deflated US$ per container)","IC.EXP.COST.IMP.DEF","","","","","","","","","","","","",
"American Samoa","ASM","Cost to import: Documentary compliance (USD)","IC.EXP.COST.IMP.DOC","","","","","","","","","","","","",
"American Samoa","ASM","Cost to register property (% of property value)","IC.RP.COST","","","","","","","","","","","","",
"American Samoa","ASM","Cost to start a business (% of income per capita)","IC.REG.COST.PC.ZS","","","","","","","","","","","","",
"American Samoa","ASM","Credit: Strength of legal rights index (0=weak to 10=strong)","IC.LGL.CRED.XQ","","","","","","","","","","","","",
"American Samoa","ASM","Creditor participation index (0-4)","IC.ISV.CPI","","","","","","","","","","","","",
"American Samoa","ASM","Depth of credit information index (0=low to 6=high)","IC.CRD.INFO.XQ","","","","","","","","","","","","",
"American Samoa","ASM","Ease of doing business index (1=easiest to 185=most difficult)","IC.BUS.EASE.XQ","","","","","","","","","","","","",
"American Samoa","ASM","Ease of shareholder suits index (0 to 10)","IC.PI.SHAR","","","","","","","","","","","","",
"American Samoa","ASM","Extent of conflict of interest regulation index (0-10)","IC.PI.CIR","","","","","","","","","","","","",
"American Samoa","ASM","Extent of corporate transparency index (0-9)","IC.PI.CT","","","","","","","","","","","","",
"American Samoa","ASM","Extent of director liability index (0 to 10)","IC.PI.DIR","","","","","","","","","","","","",
"American Samoa","ASM","Extent of disclosure index (0 to 10)","IC.BUS.DISC.XQ","","","","","","","","","","","","",
"American Samoa","ASM","Extent of shareholder governance index (0-10)","IC.PI.SG","","","","","","","","","","","","",
"American Samoa","ASM","Extent of shareholder rights index (0-10.5)","IC.PI.SR","","","","","","","","","","","","",
"American Samoa","ASM","Labor tax and contributions (%)","IC.TAX.LABR.CP.ZS","","","","","","","","","","","","",
"American Samoa","ASM","Minimum paid-in capital required to start a business (% of income per capita)","IC.REG.CAP","","","","","","","","","","","","",
"American Samoa","ASM","Other taxes (%)","IC.TAX.OTHR.CP.ZS","","","","","","","","","","","","",
"American Samoa","ASM","Outcome (0 as piecemeal sale and 1 as going concern)","IC.ISV.OTCM","","","","","","","","","","","","",
"American Samoa","ASM","Postfiling index (0-100)","IC.TAX.PFI","","","","","","","","","","","","",
"American Samoa","ASM","Private credit bureau coverage (% of adults)","IC.CRD.PRVT.ZS","","","","","","","","","","","","",
"American Samoa","ASM","Procedures required to build a warehouse (number)","IC.WRH.PROC","","","","","","","","","","","","",
"American Samoa","ASM","Procedures required to connect to electricity (number)","IC.GE.NUM","","","","","","","","","","","","",
"American Samoa","ASM","Procedures required to enforce a contract (number)","IC.LGL.PROC","","","","","","","","","","","","",
"American Samoa","ASM","Procedures required to register property (number)","IC.PRP.PROC","","","","","","","","","","","","",
"American Samoa","ASM","Procedures required to start a business - Women (number)","IC.REG.PROC.WOMEN","","","","","","","","","","","","",
"American Samoa","ASM","Procedures required to start a business (number)","IC.REG.PROC","","","","","","","","","","","","",
"American Samoa","ASM","Profit tax (%)","IC.TAX.PRFT.CP.ZS","","","","","","","","","","","","",
"American Samoa","ASM","Public credit registry coverage (% of adults)","IC.CRD.PUBL.ZS","","","","","","","","","","","","",
"American Samoa","ASM","Quality of the land administration index (0-30)","IC.RP.QLAI","","","","","","","","","","","","",
"American Samoa","ASM","Reliability of supply and transparency of tariff index (0-8)","IC.GE.RSTTI","","","","","","","","","","","","",
"American Samoa","ASM","Resolving Insolvency: cost (% of estate)","IC.ISV.COST","","","","","","","","","","","","",
"American Samoa","ASM","Resolving Insolvency: recovery rate (cents on the dollar)","IC.ISV.RECRT","","","","","","","","","","","","",
"American Samoa","ASM","Strength of governance structure index (0-10.5)","IC.PI.SOGS","","","","","","","","","","","","",
"American Samoa","ASM","Strength of insolvency framework index (0-16)","IC.ISV.SOIF","","","","","","","","","","","","",
"American Samoa","ASM","Strength of investor protection index (0 to 10)","IC.PI.INV","","","","","","","","","","","","",
"American Samoa","ASM","Tax payments (number)","IC.TAX.PAYM","","","","","","","","","","","","",
"American Samoa","ASM","Time required to build a warehouse (days)","IC.WRH.DURS","","","","","","","","","","","","",
"American Samoa","ASM","Time required to connect to electricity (days)","IC.ELC.TIME","","","","","","","","","","","","",
"American Samoa","ASM","Time required to enforce a contract (days)","IC.LGL.DURS","","","","","","","","","","","","",
"American Samoa","ASM","Time required to register property (days)","IC.PRP.DURS","","","","","","","","","","","","",
"American Samoa","ASM","Time required to start a business - Women (days)","IC.REG.DURS.WOMEN","","","","","","","","","","","","",
"American Samoa","ASM","Time required to start a business (days)","IC.REG.DURS","","","","","","","","","","","","",
"American Samoa","ASM","Time to export: Documentary compliance (hours)","IC.EXP.TIME.EXP.DOC","","","","","","","","","","","","",
